Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
ASRV,AmeriServ Financial Inc.,4.133,$70.5M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/asrv
ASRVP,AmeriServ Financial Inc.,27.75,"$582,750 ",n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/asrvp
ATLO,Ames National Corporation,26.99,$248.92M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/atlo
AMGN,Amgen Inc.,223.04,$131.82B,1983,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/amgn
FOLD,"Amicus Therapeutics, Inc.",10.97,$2.8B,2007,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/fold
AMKR,"Amkor Technology, Inc.",12.71,$3.05B,1998,Technology,Semiconductors,https://old.nasdaq.com/symbol/amkr
AMPH,"Amphastar Pharmaceuticals, Inc.",19.29,$905.43M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/amph
IBUY,Amplify Online Retail ETF,53.94,$250.82M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ibuy
AMHC,Amplitude Healthcare Acquisition Corporation,9.84,n/a,1991,Finance,Business Services,https://old.nasdaq.com/symbol/amhc
AMHCU,Amplitude Healthcare Acquisition Corporation,10.25,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/amhcu
AMHCW,Amplitude Healthcare Acquisition Corporation,0.9,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/amhcw
ASYS,"Amtech Systems, Inc.",5.41,$77.87M,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/asys
AMRS,"Amyris, Inc.",3.81,$562.21M,2010,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/amrs
ADI,"Analog Devices, Inc.",118.88,$43.86B,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/adi
ANAB,"AnaptysBio, Inc.",15.58,$422.74M,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/anab
AVXL,Anavex Life Sciences Corp.,4.97,$291.56M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/avxl
ANCN,Anchiano Therapeutics Ltd.,1.29,$9.57M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ancn
ANDA,Andina Acquisition Corp. III,10.18,$141.45M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/anda
ANDAR,Andina Acquisition Corp. III,0.299,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/andar
ANDAU,Andina Acquisition Corp. III,10.7,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/andau
ANDAW,Andina Acquisition Corp. III,0.22,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/andaw
ANGI,ANGI Homeservices Inc.,8.52,$4.27B,n/a,Consumer Services,Advertising,https://old.nasdaq.com/symbol/angi
ANGO,"AngioDynamics, Inc.",12.81,$481.99M,2004,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/ango
ANIP,"ANI Pharmaceuticals, Inc.",65.47,$791.6M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/anip
ANIK,Anika Therapeutics Inc.,41.52,$592.46M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/anik
ANIX,"Anixa Biosciences, Inc.",3.41,$71M,n/a,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/anix
ANPC,"AnPac Bio-Medical Science Co., Ltd.",9.9,$110.89M,2020,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/anpc
ANSS,"ANSYS, Inc.",291.68,$24.94B,1996,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/anss
ATRS,"Antares Pharma, Inc.",3.58,$584.35M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/atrs
ATEX,Anterix Inc.,47.51,$815.57M,2015,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/atex
APLS,"Apellis Pharmaceuticals, Inc.",42.29,$3.17B,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/apls
APEX,Apex Global Brands Inc.,0.72,$4.01M,n/a,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/apex
APXT,Apex Technology Acquisition Corporation,10.04,$447.38M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/apxt
APXTU,Apex Technology Acquisition Corporation,10.66,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/apxtu
APXTW,Apex Technology Acquisition Corporation,1.3,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/apxtw
APOG,"Apogee Enterprises, Inc.",33.92,$899.15M,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/apog
APEN,"Apollo Endosurgery, Inc.",3.06,$64.09M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/apen
AINV,Apollo Investment Corporation,17.24,$1.15B,2004,n/a,n/a,https://old.nasdaq.com/symbol/ainv
AMEH,"Apollo Medical Holdings, Inc.",17.48,$609.92M,n/a,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/ameh
APPF,"AppFolio, Inc.",137.8,$4.69B,2015,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/appf
APPN,Appian Corporation,57.34,$3.85B,2017,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/appn
AAPL,Apple Inc.,324.87,$1421.46B,1980,Technology,Computer Manufacturing,https://old.nasdaq.com/symbol/aapl
APDN,"Applied DNA Sciences, Inc.",3.55,$12.37M,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/apdn
AGTC,Applied Genetic Technologies Corporation,5.14,$93.94M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/agtc
AMAT,"Applied Materials, Inc.",67.37,$61.89B,1972,Technology,Semiconductors,https://old.nasdaq.com/symbol/amat
AAOI,"Applied Optoelectronics, Inc.",12.75,$256.53M,2013,Technology,Semiconductors,https://old.nasdaq.com/symbol/aaoi
APLT,"Applied Therapeutics, Inc.",49.08,$909.53M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aplt
APRE,"Aprea Therapeutics, Inc.",33.09,$694.58M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/apre
APVO,Aptevo Therapeutics Inc.,0.4799,$21.73M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/apvo
APTX,Aptinyx Inc.,3.45,$156.53M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aptx
APM,Aptorum Group Limited,16,$464.56M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/apm
APTO,"Aptose Biosciences, Inc.",7.9,$601.25M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/apto
APYX,Apyx Medical Corporation,7.91,$270.27M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/apyx
AQMS,"Aqua Metals, Inc.",0.7795,$44.73M,2015,Basic Industries,Metal Fabrications,https://old.nasdaq.com/symbol/aqms
AQB,"AquaBounty Technologies, Inc.",1.76,$38.03M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/aqb
AQST,"Aquestive Therapeutics, Inc.",4.38,$144.95M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aqst
ARAV,"Aravive, Inc.",9.12,$136.34M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/arav
ABUS,Arbutus Biopharma Corporation,3.28,$207.55M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/abus
ABIO,"ARCA biopharma, Inc.",5.48,$8.74M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/abio
RKDA,"Arcadia Biosciences, Inc.",4.71,$40.72M,2015,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/rkda
ARCB,ArcBest Corporation,24.45,$621.18M,n/a,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/arcb
ACGL,Arch Capital Group Ltd.,47.83,$19.4B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/acgl
ACGLO,Arch Capital Group Ltd.,26.6439,n/a,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/acglo
ACGLP,Arch Capital Group Ltd.,25.9286,n/a,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/acglp
FUV,"Arcimoto, Inc.",1.7,$33.04M,2017,Consumer Non-Durables,Motor Vehicles,https://old.nasdaq.com/symbol/fuv
ARCE,Arco Platform Limited,53.17,$2.91B,2018,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/arce
ARCT,Arcturus Therapeutics Holdings Inc.,13.87,$209.96M,2013,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/arct
ARQT,"Arcutis Biotherapeutics, Inc.",26.33,$1B,2020,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/arqt
ARDX,"Ardelyx, Inc.",7.68,$505.4M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ardx
ARNA,"Arena Pharmaceuticals, Inc.",53.82,$2.7B,2000,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/arna
ARCC,Ares Capital Corporation,19.17,$8.19B,2004,n/a,n/a,https://old.nasdaq.com/symbol/arcc
ARGX,argenx SE,161.04,$6.88B,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/argx
ARDS,Aridis Pharmaceuticals Inc.,5.7389,$51.15M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ards
ARKR,Ark Restaurants Corp.,22.75,$79.65M,n/a,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/arkr
DWCR,Arrow DWA Country Rotation ETF,27.7069,$9.7M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dwcr
DWAT,Arrow DWA Tactical ETF,11.695,$4.68M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dwat
AROW,Arrow Financial Corporation,35.5,$532.44M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/arow
ARWR,"Arrowhead Pharmaceuticals, Inc.",41.05,$4.17B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/arwr
TARA,"ArTara Therapeutics, Inc. ",36.25,$211.82M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/tara
ARTL,"Artelo Biosciences, Inc.",1.46,$5M,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/artl
ARTLW,"Artelo Biosciences, Inc.",0.35,n/a,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/artlw
ARTNA,Artesian Resources Corporation,37.67,$349.78M,n/a,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/artna
ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",2.19,$9.53M,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/artw
ARVN,"Arvinas, Inc.",52.67,$2.05B,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/arvn
ARYA,ARYA Sciences Acquisition Corp.,10.78,$193.7M,2018,Finance,Business Services,https://old.nasdaq.com/symbol/arya
ARYAU,ARYA Sciences Acquisition Corp.,11.75,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/aryau
ARYAW,ARYA Sciences Acquisition Corp.,1.95,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/aryaw
ASNA,"Ascena Retail Group, Inc.",4.49,$44.78M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/asna
ASND,Ascendis Pharma A/S,139.38,$6.65B,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/asnd
APWC,Asia Pacific Wire & Cable Corporation Limited,1.3747,$19M,n/a,Basic Industries,Telecommunications Equipment,https://old.nasdaq.com/symbol/apwc
ASLN,ASLAN Pharmaceuticals Limited,2.15,$81.68M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/asln
ASML,ASML Holding N.V.,317.25,$135.04B,1995,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/asml
ASPU,Aspen Group Inc.,10.02,$216.87M,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/aspu
AZPN,"Aspen Technology, Inc.",126.79,$8.61B,1994,Technology,EDP Services,https://old.nasdaq.com/symbol/azpn
ASMB,"Assembly Biosciences, Inc.",21.18,$684.85M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/asmb
ASRT,"Assertio Therapeutics, Inc.",1.35,$108.92M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/asrt
ASFI,"Asta Funding, Inc.",10.3035,$67.67M,1995,Finance,Finance Companies,https://old.nasdaq.com/symbol/asfi
ASTE,"Astec Industries, Inc.",45.97,$1.04B,1986,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/aste
ATRO,Astronics Corporation,25.46,$786.03M,n/a,Capital Goods,Military/Government/Technical,https://old.nasdaq.com/symbol/atro
ALOT,"AstroNova, Inc.",13.11,$92.68M,1983,Technology,Computer peripheral equipment,https://old.nasdaq.com/symbol/alot
ASTC,Astrotech Corporation,2.14,$12.66M,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/astc
ASUR,Asure Software Inc,8.84,$137.81M,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/asur
AACG,ATA Creativity Global,1.1,$31.22M,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/aacg
ATRA,"Atara Biotherapeutics, Inc.",13.65,$739.16M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/atra
ATNX,"Athenex, Inc.",14.9,$1.15B,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/atnx
ATHX,"Athersys, Inc.",1.29,$202.1M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/athx
ATIF,ATIF Holdings Limited,1.6,$59.32M,2019,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/atif
AAME,Atlantic American Corporation,2.29,$46.9M,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/aame
ACBI,"Atlantic Capital Bancshares, Inc.",20,$435.02M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/acbi
AUB,Atlantic Union Bankshares Corporation,35,$2.8B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/aub
AY,Atlantica Yield plc,31.07,$3.16B,2014,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/ay
ATLC,Atlanticus Holdings Corporation,12.65,$200.75M,1995,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/atlc
AAWW,Atlas Air Worldwide Holdings,26.43,$683.77M,n/a,Transportation,Transportation Services,https://old.nasdaq.com/symbol/aaww
AFH,"Atlas Financial Holdings, Inc.",0.6551,$7.82M,2013,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/afh
TEAM,Atlassian Corporation Plc,153.25,$37.61B,2015,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/team
ATNI,"ATN International, Inc.",60.69,$970.93M,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/atni
ATOM,Atomera Incorporated,4.9,$83.87M,2016,Technology,Semiconductors,https://old.nasdaq.com/symbol/atom
ATOS,"Atossa Therapeutics, Inc.",1.3975,$12.76M,2012,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/atos
BCEL,"Atreca, Inc.",20.33,$568.44M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/bcel
ATRC,"AtriCure, Inc.",43.04,$1.7B,2005,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/atrc
ATRI,Atrion Corporation,656.7,$1.22B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/atri
LIFE,"aTyr Pharma, Inc.",4.19,$16.3M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/life
AUBN,"Auburn National Bancorporation, Inc.",58.39,$208.23M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/aubn
AUDC,AudioCodes Ltd.,24.71,$720.93M,1999,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/audc
AEYE,"AudioEye, Inc.",5,$44.38M,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/aeye
AUPH,Aurinia Pharmaceuticals Inc,19.05,$2.13B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/auph
EARS,Auris Medical Holding Ltd.,1.4267,$4.71M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ears
JG,Aurora Mobile Limited,3.07,$352.28M,2018,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/jg
ADSK,"Autodesk, Inc.",207.51,$45.66B,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/adsk
AUTL,Autolus Therapeutics plc,10.49,$547.92M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/autl
ADP,"Automatic Data Processing, Inc.",180.11,$77.76B,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/adp
AUTO,"AutoWeb, Inc.",2.12,$27.87M,n/a,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/auto
AVDL,Avadel Pharmaceuticals plc,7.1,$266.8M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/avdl
AVCO,Avalon GloboCare Corp.,1.45,$109.87M,n/a,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/avco
ATXI,"Avenue Therapeutics, Inc.",10.73,$178.78M,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/atxi
AVEO,"AVEO Pharmaceuticals, Inc.",0.5769,$92.78M,2010,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aveo
AVNW,"Aviat Networks, Inc.",13.52,$72.97M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/avnw
CDMO,"Avid Bioservices, Inc.",6.8,$383.1M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cdmo
CDMOP,"Avid Bioservices, Inc.",26.6,$18.62M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cdmop
AVID,"Avid Technology, Inc.",8.98,$386.58M,1993,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/avid
AVGR,"Avinger, Inc.",0.61,$10.24M,2015,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/avgr
CAR,"Avis Budget Group, Inc.",41.48,$3.06B,n/a,Consumer Services,Rental/Leasing Companies,https://old.nasdaq.com/symbol/car
RCEL,Avita Medical Limited,10.39,$998.94M,n/a,Capital Goods,Miscellaneous,https://old.nasdaq.com/symbol/rcel
AVT,"Avnet, Inc.",36.73,$3.67B,n/a,Technology,Electronic Components,https://old.nasdaq.com/symbol/avt
AVRO,"AVROBIO, Inc.",23,$728.36M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/avro
AWRE,"Aware, Inc.",3.36,$72.2M,1996,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/awre
ACLS,"Axcelis Technologies, Inc.",28.56,$930.63M,2000,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/acls
AXLA,Axcella Health Inc.,4.68,$108.17M,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/axla
AXGN,"AxoGen, Inc.",13.46,$531.25M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/axgn
AAXN,"Axon Enterprise, Inc.",87.74,$5.21B,n/a,Capital Goods,Ordnance And Accessories,https://old.nasdaq.com/symbol/aaxn
AXNX,"Axonics Modulation Technologies, Inc.",33.74,$1.15B,2018,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/axnx
AXGT,Axovant Gene Therapies Ltd.,4.08,$92.99M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/axgt
AXSM,"Axsome Therapeutics, Inc.",88.67,$3.28B,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/axsm
AXTI,AXT Inc,4.09,$164.5M,1998,Technology,Semiconductors,https://old.nasdaq.com/symbol/axti
AYTU,"Aytu BioScience, Inc.",0.756,$15.67M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aytu
AZRX,"AzurRx BioPharma, Inc.",0.9109,$24.41M,2016,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/azrx
BCOM,B Communications Ltd.,1.5125,$175.93M,n/a,Consumer Services,Telecommunications Equipment,https://old.nasdaq.com/symbol/bcom
RILY,"B. Riley Financial, Inc.",26.88,$724.95M,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/rily
RILYG,"B. Riley Financial, Inc.",25.7,n/a,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/rilyg
RILYH,"B. Riley Financial, Inc.",25.9,n/a,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/rilyh
RILYI,"B. Riley Financial, Inc.",25.655,n/a,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/rilyi
RILYM,"B. Riley Financial, Inc.",25,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rilym
RILYN,"B. Riley Financial, Inc.",25.52,n/a,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/rilyn
RILYO,"B. Riley Financial, Inc.",25.65,n/a,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/rilyo
RILYP,"B. Riley Financial, Inc.",25.34,n/a,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/rilyp
